,date_id,country_id,income_per_person
1506,8,156,698
1507,8,157,2240
1508,8,158,462
1509,8,159,508
1510,8,160,1650
1511,8,161,799
1512,8,162,1170
1513,8,163,875
1514,8,164,839
1515,8,165,519
1516,8,166,1640
1517,8,167,1430
1518,8,168,2700
1519,8,169,503
1520,8,170,558
1521,8,171,563
1522,8,172,795
1523,8,173,528
1524,8,174,683
1525,8,175,663
1526,8,176,1230
1527,8,177,716
1528,8,178,1200
1529,8,179,951
1530,8,180,719
1531,8,181,464
1532,8,182,769
1533,8,183,1020
1534,8,184,3390
1535,8,185,2110
1536,8,186,1860
1537,8,187,503
1538,8,188,586
1539,8,189,1170
1540,8,190,778
1541,8,191,894
1542,8,192,675
1543,8,193,876
1544,9,1,603
1545,9,2,668
1546,9,3,723
1547,9,4,1220
1548,9,5,640
1549,9,6,758
1550,9,7,1680
1551,9,8,514
1552,9,9,855
1553,9,10,1910
1554,9,11,776
1555,9,12,1450
1556,9,13,1280
1557,9,14,876
1558,9,15,915
1559,9,16,610
1560,9,17,2410
1561,9,18,579
1562,9,19,597
1563,9,20,630
1564,9,21,855
1565,9,22,669
1566,9,23,398
1567,9,24,1120
1568,9,25,1510
1569,9,26,1090
1570,9,27,480
1571,9,28,421
1572,9,29,385
1573,9,30,627
1574,9,31,1380
1575,9,32,530
1576,9,33,425
1577,9,34,419
1578,9,35,744
1579,9,36,724
1580,9,37,899
1581,9,38,702
1582,9,39,501
1583,9,40,588
1584,9,41,776
1585,9,42,839
1586,9,43,1160
1587,9,44,964
1588,9,45,854
1589,9,46,1920
1590,9,47,2040
1591,9,48,771
1592,9,49,664
1593,9,50,668
1594,9,51,530
1595,9,52,1600
